x1,x2,x3,x4,x5,risk,time,is_censored
0.412856737151742,-0.9654857101850212,0.10951656755059958,-0.6604157784022391,0.7479765871539712,-1.5181146832183003,0.4278000569700085,1
0.16724094422534108,-0.05208334419876337,0.29810150526463985,-0.3852877542376518,-0.08650369429960847,0.06307425582781434,7.831442666167088,1
0.1403223741799593,0.006960542872548103,-0.8251832062378526,-0.3279550396837294,0.3125152811408043,0.1542434599250555,0.26595043425963594,1
0.008634402882307768,-0.30718322610482574,-0.9043020117096603,0.09476799611002207,-0.2573946206830442,-0.6057320493273437,0.2390456500997372,1
0.012791506014764309,0.8234085640870035,-0.8627027319744229,-0.8115949179045856,-0.023227330297231674,1.6596086341887712,14.468129333472305,1
-0.4387732408940792,0.6409244108945131,-0.5771229080855846,0.33196716755628586,-0.7046299395151436,0.843075580894947,6.191483083292636,0
0.8234423096291721,0.48333370592445135,-8.996059186756611e-4,0.045060824137181044,-0.8229382764548063,1.7901097214780748,5.462709323285153,0
0.06533469120040536,-0.5805561002343893,-0.9465027507394552,0.5812339941039681,-0.5136207635514438,-1.0957775092683733,0.3329781069755276,1
-0.2666211915202439,0.5531023079529405,-0.9462500563822687,-0.1924135722219944,0.22158863069489598,0.839583424385637,7.945740213823131,1
0.05279873125255108,-0.2748989216051996,0.8686147588305175,-0.010259410832077265,-0.46863979240879416,-0.49699911195784807,0.27643811055552736,1
0.7093341303989291,0.1336384708993137,-0.579659556504339,-0.705207432154566,0.8577384776435792,0.9766110721975565,3.806059940528964,1
0.629542856477201,0.7980524650774896,0.33633982110768557,0.7279228195548058,0.1710250717587769,2.22564778663218,7.221625497763844,1
-0.12420560512691736,0.24444882106035948,0.5784847647882998,0.5124475434422493,-0.6554217780940235,0.3646920369938016,0.26092724880386203,1
0.64483742415905,0.8427747716195881,0.8356147967278957,-0.3495452143251896,-0.34661082830280066,2.3303869673982263,6.49992020444965,1
0.17732662335038185,-0.2148462631739676,0.11486149253323674,0.31863899156451225,0.8373483992181718,-0.25236590299755335,0.1989608886140015,1
0.968396617565304,-0.8196212807670236,-0.5127119491808116,0.40677248453721404,-0.865157391410321,-0.6708459439687431,0.42779919219099305,1
0.5444600749760866,-0.037439712788909674,-0.13071627775207162,-0.5532025438733399,-0.3127150163054466,0.46958064939826727,2.212967218331613,1
0.6754739568568766,-0.5615085856989026,-0.9947177162393928,0.5917216087691486,0.23441381845623255,-0.4475432145409286,0.39948878135551524,0
-0.8159741996787488,0.37795197730883956,-0.7159446701407433,0.7795905489474535,-0.6196519318036735,-0.06007024506106973,0.6034474971523663,0
0.5134942587465048,-0.32975921127945185,0.1417043088003993,0.625776938162744,-0.5843186806887388,-0.1460241638123989,0.302784121865865,1
-0.2108287732116878,0.49550096318125725,0.00912276329472661,0.3839390492066741,0.31979105854406953,0.7801731531508267,0.7334253760053475,1
0.3000394874252379,0.22987509844824672,-0.7421109131537378,-0.4384456775151193,0.6978009305894375,0.7597896843217313,2.489734527014326,1
0.10059967171400785,-0.9225773005746305,0.23276209132745862,0.9999935305677354,0.3959856955334544,-1.7445549294352531,0.02610430480442113,1
-0.2814179384149611,-0.8948634387925267,0.8505574730224907,-0.7500246902927756,0.6457939585670829,-2.0711448160000145,0.009639977470581181,1
-0.4973410270176828,0.30805624555796385,-0.8003981015644968,0.6620452241040766,0.4335499042645097,0.1187714640982449,1.6378398608173932,0
-0.3888631104491651,-0.9121945011429489,-0.6529885963536799,0.6446847678162158,0.5099943932145834,-2.213252112735063,0.12534406603102577,0
-0.3324290136806667,0.7502920352853835,-0.9146119435317814,-0.7201586426235735,0.9252980859018862,1.1681550568901002,9.37299110657436,0
-0.4157560230232775,0.23053978849202394,-0.832239952404052,0.7527708597481251,-0.2859662864357233,0.04532355396077037,3.225836901082318,0
0.7293768357485533,-0.5012110322713852,0.9068968123756349,-0.2854441157542169,0.09598669363185763,-0.2730452287942171,0.3007539985383803,1
-0.1292441044934094,-0.7813630937598646,0.552507693413645,0.5384095027111471,-0.2595556736923754,-1.6919702920131385,0.01563800129500169,1
0.5793689480051398,-0.16272937366738915,-0.7915624976158142,-0.8144190888851881,-0.8816018956713378,0.2539102006703615,0.5933475399752297,0
0.4160978524014354,0.6441500578075647,0.18732919916510582,-0.41096195904538035,-0.5862645460292697,1.7043979680165648,9.580571155102254,1
-0.047235853504389524,-0.5842504650354385,0.2547728819772601,-0.9064707071520388,0.5980394813232124,-1.2157367835752666,0.3452378658087924,0
-0.5503190238960087,-0.5993229220621288,0.9962320234626532,-0.10720578534528613,0.5795374298468232,-1.7489648680202663,0.06198026080273856,1
0.13624448888003826,-0.7137381564825773,-0.40397645765915513,-0.6330688460730016,-0.9056176105514169,-1.2912318240851164,0.053458687669862566,1
-0.7991097480989993,0.3161076079122722,0.7743453434668481,0.3098731767386198,-0.6346953953616321,-0.16689453227445483,1.1757442728602558,1
0.0740596866235137,0.7602382209151983,0.4962525861337781,-0.5290857874788344,-0.8192914836108685,1.5945361284539104,1.3897875182435466,1
-0.5773536330088973,-0.8866159869357944,0.9870918104425073,-0.12029700074344873,-0.35261279297992587,-2.350585606880486,0.24533830691819428,1
-0.006630397867411375,0.12770202476531267,-0.6272228290326893,-0.6044197119772434,-0.1942523536272347,0.24877365166321397,0.028555784874284253,1
-0.6983716366812587,-0.6441440982744098,-0.4034006707370281,0.5176258222199976,0.8942954735830426,-1.9866598332300782,0.052376841299404446,0
